,Sample,SampleName,LOC_OS03G51080,Tissue,Treatment
4,DRX000459,Phosphate starvation_1day_Root,121.1,root,P- 1day
5,DRX000460,Phosphate starvation_5days_Root,107.9,root,P- 5days
6,DRX000461,Phosphate starvation_0day_Shoot,39.5,shoot,P- 0day
7,DRX000462,Phosphate starvation_1day_Shoot,37.2,shoot,P- 1day
8,DRX000463,Phosphate starvation_5days_Shoot,39.3,shoot,P- 5days
9,DRX000464,Phosphate starvation_0day_Root,124.2,root,P- 0day
10,DRX000465,Phosphate sufficient_1day_Root,120.8,root,P+ 1day
11,DRX000466,Phosphate sufficient_5days_Root,145.9,root,P+ 5days
12,DRX000467,Phosphate sufficient_1day_Shoot,46.7,shoot,P+ 1day
13,DRX000468,Phosphate sufficient_5days_Shoot,66.6,shoot,P+ 5days
14,DRX000469,Phosphate starvation_10days_Root,134.5,root,P- 10days
15,DRX000470,Phosphate sufficient_10days_Root,123.8,root,P+ 10days
16,DRX000471,Phosphate starvation_10days_Shoot,38.2,shoot,P- 10days
17,DRX000472,Phosphate sufficient_10days_Shoot,72.3,shoot,P+ 10days
18,DRX000473,Phosphate starvation_10days_Recover_1day_Root,142.2,root,"P- 10days, Recover_1day"
19,DRX000474,Phosphate sufficient_10days_Recover_1day_Root,131.1,root,"P+ 10days, Recover_1day"
35,DRX000958,W1943_WholePlant,68.3,whole plant,45 °C for 10 days
36,DRX000959,W0106_WholePlant,116.5,whole plant,45 C for 10 days
50,DRX001420,Nipponbare,72.0,leaf,blast fungus infected 24hrs
51,DRX002019,Nipponbare_root_0day,117.0,root,control
52,DRX002020,Nipponbare_root_0day,116.2,root,control
53,DRX002021,Nipponbare_root_0day,117.4,root,control
54,DRX002022,Nipponbare_root_0day,109.3,root,control
55,DRX002023,Nipponbare_root_22day,109.1,root,Pi- 22day
56,DRX002024,Nipponbare_root_22day,98.5,root,Pi- 22day
57,DRX002025,Nipponbare_root_22day,104.0,root,Pi- 22day
58,DRX002026,Nipponbare_root_22day,107.4,root,Pi- 22day
59,DRX002027,Nipponbare_shoot_0day,52.2,shoot,control
60,DRX002028,Nipponbare_shoot_0day,53.3,shoot,control
61,DRX002029,Nipponbare_shoot_0day,32.8,shoot,control
62,DRX002030,Nipponbare_shoot_22day,46.6,shoot,Pi- 22day
63,DRX002031,Nipponbare_shoot_22day,47.2,shoot,Pi- 22day
64,DRX002032,Nipponbare_shoot_22day,40.5,shoot,Pi- 22day
65,DRX002033,IAC 25_root_0day,140.3,root,control
66,DRX002034,IAC 25_root_0day,133.6,root,control
67,DRX002035,IAC 25_root_0day,135.0,root,control
68,DRX002036,IAC 25_root_0day,133.2,root,control
69,DRX002037,IAC 25_root_22day,126.3,root,Pi- 22day
70,DRX002038,IAC 25_root_22day,120.7,root,Pi- 22day
71,DRX002039,IAC 25_root_22day,115.8,root,Pi- 22day
72,DRX002040,IAC 25_root_22day,126.8,root,Pi- 22day
73,DRX002041,IAC 25_shoot_0day,64.4,shoot,control
74,DRX002042,IAC 25_shoot_0day,63.2,shoot,control
75,DRX002043,IAC 25_shoot_0day,56.5,shoot,control
76,DRX002044,IAC 25_shoot_22day,53.5,shoot,Pi- 22day
77,DRX002045,IAC 25_shoot_22day,47.2,shoot,Pi- 22day
78,DRX002046,IAC 25_shoot_22day,48.4,shoot,Pi- 22day
79,DRX002047,Vary Lava 701_root_0day,139.6,root,control
80,DRX002048,Vary Lava 701_root_0day,137.5,root,control
81,DRX002049,Vary Lava 701_root_0day,122.5,root,control
82,DRX002050,Vary Lava 701_root_0day,125.7,root,control
83,DRX002051,Vary Lava 701_root_22day,134.6,root,Pi- 22day
84,DRX002052,Vary Lava 701_root_22day,135.1,root,Pi- 22day
85,DRX002053,Vary Lava 701_root_22day,128.7,root,Pi- 22day
86,DRX002054,Vary Lava 701_root_22day,123.2,root,Pi- 22day
87,DRX002055,Vary Lava 701_shoot_0day,74.8,shoot,control
88,DRX002056,Vary Lava 701_shoot_0day,87.2,shoot,control
89,DRX002057,Vary Lava 701_shoot_0day,60.8,shoot,control
90,DRX002058,Vary Lava 701_shoot_22day,49.4,shoot,Pi- 22day
91,DRX002059,Vary Lava 701_shoot_22day,48.1,shoot,Pi- 22day
92,DRX002060,Vary Lava 701_shoot_22day,52.8,shoot,Pi- 22day
93,DRX002061,Kasalath_root_0day,92.3,root,control
94,DRX002062,Kasalath_root_0day,86.8,root,control
95,DRX002063,Kasalath_root_0day,74.3,root,control
96,DRX002064,Kasalath_root_22day,93.3,root,Pi- 22day
97,DRX002065,Kasalath_root_22day,68.5,root,Pi- 22day
98,DRX002066,Kasalath_root_22day,75.8,root,Pi- 22day
99,DRX002067,Kasalath_root_22day,78.9,root,Pi- 22day
100,DRX002068,Kasalath_shoot_0day,48.3,shoot,control
101,DRX002069,Kasalath_shoot_0day,28.2,shoot,control
102,DRX002070,Kasalath_shoot_0day,44.8,shoot,control
103,DRX002071,Kasalath_shoot_0day,47.9,shoot,control
104,DRX002072,Kasalath_shoot_22day,57.0,shoot,Pi- 22day
105,DRX002073,Kasalath_shoot_22day,48.9,shoot,Pi- 22day
106,DRX002074,Kasalath_shoot_22day,71.3,shoot,Pi- 22day
107,DRX002075,Kasalath_shoot_22day,68.5,shoot,Pi- 22day
114,DRX005735,shoot control sample for Low and VeryLow Cadmium stress,26.1,shoot,control
115,DRX005736,shoot control sample for Low and VeryLow Cadmium stress,19.2,shoot,control
116,DRX005737,shoot control sample for Low and VeryLow Cadmium stress,34.5,shoot,control
117,DRX005738,shoot under 1 day after Low Cadmium stress,35.0,shoot,low cadmium 1day
118,DRX005739,shoot under 1 day after Low Cadmium stress,37.7,shoot,low cadmium 1day
119,DRX005740,shoot under 4 days after Low Cadmium stress,33.4,shoot,low cadmium 4day
120,DRX005741,shoot under 4 days after Low Cadmium stress,27.1,shoot,low cadmium 4day
121,DRX005742,shoot under 10 days after Low Cadmium stress,35.5,shoot,low cadmium 10day
122,DRX005743,shoot under 10 days after Low Cadmium stress,39.1,shoot,low cadmium 10day
123,DRX005744,shoot under 1 day after VeryLow Cadmium stress,27.6,shoot,verylow cadmium 1day
124,DRX005745,shoot under 1 day after VeryLow Cadmium stress,23.3,shoot,verylow cadmium 1day
125,DRX005746,shoot under 4 days after VeryLow Cadmium stress,31.2,shoot,verylow cadmium 4day
126,DRX005747,shoot under 4 days after VeryLow Cadmium stress,37.9,shoot,verylow cadmium 4day
127,DRX005748,shoot under 10 days after VeryLow Cadmium stress,31.2,shoot,verylow cadmium 10day
128,DRX005749,shoot under 10 days after VeryLow Cadmium stress,34.8,shoot,verylow cadmium 10day
129,DRX005750,root control sample for Low and VeryLow Cadmium stress,78.7,root,control
130,DRX005751,root control sample for Low and VeryLow Cadmium stress,68.4,root,control
131,DRX005752,root control sample for Low and VeryLow Cadmium stress,78.8,root,control
132,DRX005753,root under 1 day after Low Cadmium stress,103.4,root,low cadmium 1day
133,DRX005754,root under 1 day after Low Cadmium stress,89.8,root,low cadmium 1day
134,DRX005755,root under 4 days after Low Cadmium stress,117.6,root,low cadmium 4day
135,DRX005756,root under 4 days after Low Cadmium stress,86.8,root,low cadmium 4day
136,DRX005757,root under 10 days after Low Cadmium stress,123.9,root,low cadmium 10day
137,DRX005758,root under 10 days after Low Cadmium stress,89.1,root,low cadmium 10day
138,DRX005759,root under 1 day after VeryLow Cadmium stress,104.5,root,verylow cadmium 1day
139,DRX005760,root under 1 day after VeryLow Cadmium stress,79.1,root,verylow cadmium 1day
140,DRX005761,root under 4 days after VeryLow Cadmium stress,163.8,root,verylow cadmium 4day
141,DRX005762,root under 4 days after VeryLow Cadmium stress,109.3,root,verylow cadmium 4day
142,DRX005763,root under 10 days after VeryLow Cadmium stress,113.7,root,verylow cadmium 10day
143,DRX005764,root under 10 days after VeryLow Cadmium stress,97.5,root,verylow cadmium 10day
144,DRX005765,shoot control sample for Cold and Flood and Osmotic stress,30.6,shoot,control
145,DRX005766,shoot control sample for Cold and Flood and Osmotic stress,22.4,shoot,control
146,DRX005767,shoot control sample for Cold and Flood and Osmotic stress,24.4,shoot,control
147,DRX005768,root control sample for Cold and Flood and Osmotic stress,91.3,root,control
148,DRX005769,root control sample for Cold and Flood and Osmotic stress,106.1,root,control
149,DRX005770,root control sample for Cold and Flood and Osmotic stress,86.5,root,control
150,DRX005771,shoot under 1 hour after Cold stress,34.3,shoot,Cold 1h
151,DRX005772,shoot under 1 hour after Cold stress,30.2,shoot,Cold 1h
152,DRX005773,shoot under 3 hours after Cold stress,57.4,shoot,Cold 3h
153,DRX005774,shoot under 3 hours after Cold stress,62.7,shoot,Cold 3h
154,DRX005775,shoot under 6 hours after Cold stress,42.8,shoot,Cold 6h
155,DRX005776,shoot under 6 hours after Cold stress,59.2,shoot,Cold 6h
156,DRX005777,shoot under 12 hours after Cold stress,59.0,shoot,Cold 12h
157,DRX005778,shoot under 12 hours after Cold stress,72.9,shoot,Cold 12h
158,DRX005779,shoot under 1 day after Cold stress,11.1,shoot,Cold 1day
159,DRX005780,shoot under 1 day after Cold stress,24.4,shoot,Cold 1day
160,DRX005781,root under 1 hour after Cold stress,50.9,root,Cold 1h
161,DRX005782,root under 1 hour after Cold stress,63.0,root,Cold 1h
162,DRX005783,root under 3 hours after Cold stress,60.2,root,Cold 3h
163,DRX005784,root under 3 hours after Cold stress,77.9,root,Cold 3h
164,DRX005785,root under 6 hours after Cold stress,75.4,root,Cold 6h
165,DRX005786,root under 6 hours after Cold stress,86.8,root,Cold 6h
166,DRX005787,root under 12 hours after Cold stress,88.9,root,Cold 12h
167,DRX005788,root under 12 hours after Cold stress,86.4,root,Cold 12h
168,DRX005789,root under 1 day after Cold stress,81.3,root,Cold 1day
169,DRX005790,root under 1 day after Cold stress,74.0,root,Cold 1day
170,DRX005791,shoot under 1 hour after Flood stress,54.6,shoot,Flood 1h
171,DRX005792,shoot under 1 hour after Flood stress,69.8,shoot,Flood 1h
172,DRX005793,shoot under 3 hours after Flood stress,38.6,shoot,Flood 3h
173,DRX005794,shoot under 3 hours after Flood stress,44.6,shoot,Flood 3h
174,DRX005795,shoot under 6 hours after Flood stress,49.5,shoot,Flood 6h
175,DRX005796,shoot under 6 hours after Flood stress,55.3,shoot,Flood 6h
176,DRX005797,shoot under 12 hours after Flood stress,40.3,shoot,Flood 12h
177,DRX005798,shoot under 12 hours after Flood stress,55.0,shoot,Flood 12h
178,DRX005799,shoot under 1 day after Flood stress,43.6,shoot,Flood 1day
179,DRX005800,shoot under 1 day after Flood stress,38.5,shoot,Flood 1day
180,DRX005801,shoot under 1 day after Flood stress,50.5,shoot,Flood 1day
181,DRX005802,shoot under 3 days after Flood stress,38.3,shoot,Flood 3day
182,DRX005803,shoot under 3 days after Flood stress,35.4,shoot,Flood 3day
183,DRX005804,root under 1 hour after Flood stress,112.8,root,Flood 1h
184,DRX005805,root under 1 hour after Flood stress,120.7,root,Flood 1h
185,DRX005806,root under 3 hours after Flood stress,64.4,root,Flood 3h
186,DRX005807,root under 3 hours after Flood stress,78.4,root,Flood 3h
187,DRX005808,root under 6 hours after Flood stress,68.6,root,Flood 6h
188,DRX005809,root under 6 hours after Flood stress,73.7,root,Flood 6h
189,DRX005810,root under 12 hours after Flood stress,66.2,root,Flood 12h
190,DRX005811,root under 12 hours after Flood stress,58.8,root,Flood 12h
191,DRX005812,root under 1 day after Flood stress,59.1,root,Flood 1day
192,DRX005813,root under 1 day after Flood stress,74.4,root,Flood 1day
193,DRX005814,root under 3 days after Flood stress,51.5,root,Flood 3day
194,DRX005815,root under 3 days after Flood stress,68.2,root,Flood 3day
195,DRX005816,shoot under 1 hour after Osmotic stress,54.2,shoot,Osmotic 1h
196,DRX005817,shoot under 1 hour after Osmotic stress,64.4,shoot,Osmotic 1h
197,DRX005818,shoot under 3 hours after Osmotic stress,77.5,shoot,Osmotic 3h
198,DRX005819,shoot under 3 hours after Osmotic stress,93.4,shoot,Osmotic 3h
199,DRX005820,shoot under 6 hours after Osmotic stress,88.7,shoot,Osmotic 6h
200,DRX005821,shoot under 6 hours after Osmotic stress,99.7,shoot,Osmotic 6h
201,DRX005822,shoot under 12 hours after Osmotic stress,96.5,shoot,Osmotic 12h
202,DRX005823,shoot under 12 hours after Osmotic stress,121.9,shoot,Osmotic 12h
203,DRX005824,root under 1 hour after Osmotic stress,151.0,root,Osmotic 1h
204,DRX005825,root under 1 hour after Osmotic stress,165.9,root,Osmotic 1h
205,DRX005826,root under 3 hours after Osmotic stress,135.1,root,Osmotic 3h
206,DRX005827,root under 3 hours after Osmotic stress,190.6,root,Osmotic 3h
207,DRX005828,root under 6 hours after Osmotic stress,120.6,root,Osmotic 6h
208,DRX005829,root under 6 hours after Osmotic stress,137.1,root,Osmotic 6h
209,DRX005830,root under 12 hours after Osmotic stress,107.9,root,Osmotic 12h
210,DRX005831,root under 12 hours after Osmotic stress,114.3,root,Osmotic 12h
211,DRX005832,shoot control sample for Drought stress,33.2,shoot,control
212,DRX005833,shoot control sample for Drought stress,38.5,shoot,control
213,DRX005834,shoot under 1 hour after Drought stress,34.6,shoot,drought 1h
214,DRX005835,shoot under 1 hour after Drought stress,59.6,shoot,drought 1h
215,DRX005836,shoot under 3 hours after Drought stress,60.6,shoot,drought 3h
216,DRX005837,shoot under 3 hours after Drought stress,44.2,shoot,drought 3h
217,DRX005838,shoot under 3 hours after Drought stress,39.6,shoot,drought 3h
218,DRX005839,shoot under 6 hours after Drought stress,131.1,shoot,drought 6h
219,DRX005840,shoot under 6 hours after Drought stress,146.8,shoot,drought 6h
220,DRX005841,shoot under 12 hours after Drought stress,159.3,shoot,drought 12h
221,DRX005842,shoot under 12 hours after Drought stress,165.2,shoot,drought 12h
222,DRX005843,shoot under 12 hours after Drought stress,143.7,shoot,drought 12h
223,DRX005844,shoot under 1 day after Drought stress,172.8,shoot,drought 1day
224,DRX005845,shoot under 1 day after Drought stress,168.4,shoot,drought 1day
225,DRX005846,root control sample for Drought stress,94.2,root,control
226,DRX005847,root control sample for Drought stress,103.3,root,control
227,DRX005848,root under 1 hour after Drought stress,109.4,root,drought 1h
228,DRX005849,root under 1 hour after Drought stress,122.3,root,drought 1h
229,DRX005850,root under 3 hours after Drought stress,118.7,root,drought 3h
230,DRX005851,root under 3 hours after Drought stress,95.6,root,drought 3h
231,DRX005852,root under 6 hours after Drought stress,185.7,root,drought 6h
232,DRX005853,root under 6 hours after Drought stress,207.4,root,drought 6h
233,DRX005854,root under 12 hours after Drought stress,164.8,root,drought 12h
234,DRX005855,root under 12 hours after Drought stress,209.4,root,drought 12h
235,DRX005856,root under 1 day after Drought stress,244.4,root,drought 1day
236,DRX005857,root under 1 day after Drought stress,182.0,root,drought 1day
237,DRX005858,shoot control sample for JA treatment,53.3,shoot,control
238,DRX005859,shoot control sample for JA treatment,49.8,shoot,control
239,DRX005860,shoot under 1 hour after JA treatment,44.4,shoot,JA 1h
240,DRX005861,shoot under 1 hour after JA treatment,59.1,shoot,JA 1h
241,DRX005862,shoot under 3 hours after JA treatment,63.7,shoot,JA 3h
242,DRX005863,shoot under 3 hours after JA treatment,58.9,shoot,JA 3h
243,DRX005864,shoot under 6 hours after JA treatment,78.2,shoot,JA 6h
244,DRX005865,shoot under 6 hours after JA treatment,87.7,shoot,JA 6h
245,DRX005866,shoot under 12 hours after JA treatment,84.5,shoot,JA 12h
246,DRX005867,shoot under 12 hours after JA treatment,99.6,shoot,JA 12h
247,DRX005868,shoot under 1 day after JA treatment,65.0,shoot,JA 1day
248,DRX005869,shoot under 1 day after JA treatment,50.8,shoot,JA 1day
249,DRX005870,root control sample for JA treatment,106.4,root,control
250,DRX005871,root control sample for JA treatment,101.9,root,control
251,DRX005872,root under 1 hour after JA treatment,153.8,root,JA 1h
252,DRX005873,root under 1 hour after JA treatment,151.6,root,JA 1h
253,DRX005874,root under 3 hours after JA treatment,129.1,root,JA 3h
254,DRX005875,root under 3 hours after JA treatment,133.9,root,JA 3h
255,DRX005876,root under 6 hours after JA treatment,99.6,root,JA 6h
256,DRX005877,root under 6 hours after JA treatment,123.1,root,JA 6h
257,DRX005878,root under 12 hours after JA treatment,102.8,root,JA 12h
258,DRX005879,root under 12 hours after JA treatment,72.9,root,JA 12h
259,DRX005880,root under 1 day after JA treatment,108.1,root,JA 1day
260,DRX005881,root under 1 day after JA treatment,86.1,root,JA 1day
261,DRX005882,shoot control sample for ABA treatment,54.6,shoot,control
262,DRX005883,shoot control sample for ABA treatment,51.0,shoot,control
263,DRX005884,shoot under 1 hour after ABA treatment,68.3,shoot,ABA 1h
264,DRX005885,shoot under 1 hour after ABA treatment,65.3,shoot,ABA 1h
265,DRX005886,shoot under 3 hours after ABA treatment,35.2,shoot,ABA 3h
266,DRX005887,shoot under 3 hours after ABA treatment,41.2,shoot,ABA 3h
267,DRX005888,shoot under 6 hours after ABA treatment,44.0,shoot,ABA 6h
268,DRX005889,shoot under 6 hours after ABA treatment,38.6,shoot,ABA 6h
269,DRX005890,shoot under 12 hours after ABA treatment,74.0,shoot,ABA 12h
270,DRX005891,shoot under 12 hours after ABA treatment,59.1,shoot,ABA 12h
271,DRX005892,shoot under 1 day after ABA treatment,94.2,shoot,ABA 1day
272,DRX005893,shoot under 1 day after ABA treatment,63.0,shoot,ABA 1day
273,DRX005894,root control sample for ABA treatment,103.2,root,control
274,DRX005895,root control sample for ABA treatment,92.6,root,control
275,DRX005896,root under 1 hour after ABA treatment,114.2,root,ABA 1h
276,DRX005897,root under 1 hour after ABA treatment,97.3,root,ABA 1h
277,DRX005898,root under 3 hours after ABA treatment,99.6,root,ABA 3h
278,DRX005899,root under 3 hours after ABA treatment,85.1,root,ABA 3h
279,DRX005900,root under 6 hours after ABA treatment,98.9,root,ABA 6h
280,DRX005901,root under 6 hours after ABA treatment,79.1,root,ABA 6h
281,DRX005902,root under 12 hours after ABA treatment,78.6,root,ABA 12h
282,DRX005903,root under 12 hours after ABA treatment,78.0,root,ABA 12h
283,DRX005904,root under 1 day after ABA treatment,72.9,root,ABA 1day
284,DRX005905,root under 1 day after ABA treatment,77.2,root,ABA 1day
285,DRX005906,shoot control sample for Developmental Time 0 hour after,16.5,shoot,control
286,DRX005907,shoot control sample for Developmental Time 0 hour after,20.8,shoot,control
287,DRX005908,shoot control sample for Developmental Time 1 hour after,24.6,shoot,control 1h
288,DRX005909,shoot control sample for Developmental Time 1 hour after,25.5,shoot,control 1h
289,DRX005910,shoot control sample for Developmental Time 3 hours after,21.7,shoot,control 3h
290,DRX005911,shoot control sample for Developmental Time 3 hours after,27.1,shoot,control 3h
291,DRX005912,shoot control sample for Developmental Time 6 hours after,34.6,shoot,control 6h
292,DRX005913,shoot control sample for Developmental Time 6 hours after,27.9,shoot,control 6h
293,DRX005914,shoot control sample for Developmental Time 12 hours after,28.9,shoot,control 12h
294,DRX005915,shoot control sample for Developmental Time 12 hours after,27.9,shoot,control 12h
295,DRX005916,shoot control sample for Developmental Time 1 day after,24.3,shoot,control 1day
296,DRX005917,shoot control sample for Developmental Time 1 day after,21.6,shoot,control 1day
297,DRX005918,shoot control sample for Developmental Time 3 days after,31.5,shoot,control 3day
298,DRX005919,shoot control sample for Developmental Time 3 days after,24.4,shoot,control 3day
299,DRX005920,shoot control sample for Developmental Time 4 days after,29.8,shoot,control 4day
300,DRX005921,shoot control sample for Developmental Time 4 days after,29.1,shoot,control 4day
301,DRX005922,shoot control sample for Developmental Time 5 days after,24.0,shoot,control 5day
302,DRX005923,shoot control sample for Developmental Time 5 days after,24.5,shoot,control 5day
303,DRX005924,shoot control sample for Developmental Time 10 days after,24.4,shoot,control 10day
304,DRX005925,shoot control sample for Developmental Time 10 days after,30.2,shoot,control 10day
305,DRX005926,root control sample for Developmental Time 0 hour after,75.8,root,control 0h
306,DRX005927,root control sample for Developmental Time 0 hour after,70.2,root,control 0h
307,DRX005928,root control sample for Developmental Time 1 hour after,101.0,root,control 1h
308,DRX005929,root control sample for Developmental Time 1 hour after,77.6,root,control 1h
309,DRX005930,root control sample for Developmental Time 3 hours after,86.9,root,control 3h
310,DRX005931,root control sample for Developmental Time 3 hours after,78.4,root,control 3h
311,DRX005932,root control sample for Developmental Time 6 hours after,77.1,root,control 6h
312,DRX005933,root control sample for Developmental Time 6 hours after,77.0,root,control 6h
313,DRX005934,root control sample for Developmental Time 12 hours after,72.2,root,control 12h
314,DRX005935,root control sample for Developmental Time 12 hours after,72.3,root,control 12h
315,DRX005936,root control sample for Developmental Time 1 day after,74.5,root,control 1day
316,DRX005937,root control sample for Developmental Time 1 day after,81.3,root,control 1day
317,DRX005938,root control sample for Developmental Time 3 days after,76.2,root,control 3day
318,DRX005939,root control sample for Developmental Time 3 days after,87.0,root,control 3day
319,DRX005940,root control sample for Developmental Time 4 days after,78.8,root,control 4day
320,DRX005941,root control sample for Developmental Time 4 days after,80.7,root,control 4day
321,DRX005942,root control sample for Developmental Time 5 days after,95.4,root,control 5day
322,DRX005943,root control sample for Developmental Time 5 days after,78.9,root,control 5day
323,DRX005944,root control sample for Developmental Time 10 days after,88.0,root,control 10day
324,DRX005945,root control sample for Developmental Time 10 days after,82.4,root,control 10day
325,DRX012208,Cd_0hr_root,185.7,root,Cd 0hr
326,DRX012209,Cd_0hr_root,158.1,root,Cd 0hr
327,DRX012210,Cd_1hr_root,158.3,root,Cd 1hr
328,DRX012211,Cd_1hr_root,149.8,root,Cd 1hr
329,DRX012212,Cd_24hr_root,77.5,root,Cd 24hr
330,DRX012213,Cd_24hr_root,92.7,root,Cd 24hr
331,DRX012214,Cd_0hr_shoot,64.2,shoot,Cd 0hr
332,DRX012215,Cd_0hr_shoot,49.4,shoot,Cd 0hr
333,DRX012216,Cd_1hr_shoot,54.2,shoot,Cd 1hr
334,DRX012217,Cd_1hr_shoot,62.8,shoot,Cd 1hr
335,DRX012218,Cd_24hr_shoot,112.1,shoot,Cd 24hr
336,DRX012219,Cd_24hr_shoot,124.0,shoot,Cd 24hr
337,DRX012220,Cd_0hr_root,133.8,root,Cd 0hr
338,DRX012221,Cd_1hr_root,144.8,root,Cd 1hr
339,DRX012222,Cd_24hr_root,87.0,root,Cd 24hr
340,DRX012223,Cd_0hr_shoot,52.7,shoot,Cd 0hr
341,DRX012224,Cd_1hr_shoot,60.0,shoot,Cd 1hr
342,DRX012225,Cd_24hr_shoot,117.7,shoot,Cd 24hr
352,DRX017635,35S:OSH1-GR -DEX rep1,9.9,young leaves 1 mm above shoot apices,control
353,DRX017636,35S:OSH1-GR +DEX 3h rep1,10.0,young leaves 1 mm above shoot apices,DEX 3h
354,DRX017637,35S:OSH1-GR +DEX 6h rep1,10.2,young leaves 1 mm above shoot apices,DEX 6h
355,DRX017638,35S:OSH1-GR +DEX 24h rep1,10.4,young leaves 1 mm above shoot apices,DEX 24h
356,DRX017639,WT -DEX rep1,15.7,young leaves 1 mm above shoot apices,control
357,DRX017640,WT +DEX 3h rep1,15.0,young leaves 1 mm above shoot apices,DEX 3h
358,DRX017641,WT +DEX 6h rep1,12.6,young leaves 1 mm above shoot apices,DEX 6h
359,DRX017642,WT +DEX 24h rep1,15.8,young leaves 1 mm above shoot apices,DEX 24h
360,DRX017643,35S:OSH1-GR -DEX rep2,12.1,young leaves 1 mm above shoot apices,control
361,DRX017644,35S:OSH1-GR +DEX 3h rep2,13.9,young leaves 1 mm above shoot apices,DEX 3h
362,DRX017645,35S:OSH1-GR +DEX 6h rep2,9.1,young leaves 1 mm above shoot apices,DEX 6h
363,DRX017646,35S:OSH1-GR +DEX 24h rep2,11.1,young leaves 1 mm above shoot apices,DEX 24h
364,DRX017647,WT -DEX rep2,14.1,young leaves 1 mm above shoot apices,control
365,DRX017648,WT +DEX 3h rep2,16.0,young leaves 1 mm above shoot apices,DEX 3h
366,DRX017649,WT +DEX 6h rep2,16.5,young leaves 1 mm above shoot apices,DEX 6h
367,DRX017650,WT +DEX 24h rep2,17.7,young leaves 1 mm above shoot apices,DEX 24h
374,DRX021280,WT-Mock-1,150.3,leaf,mock
375,DRX021281,WT-Mock-2,131.9,leaf,mock
376,DRX021282,WT-Mock-3,175.5,leaf,mock
377,DRX021283,WT-Myc-1,144.9,leaf,mycorrhizal fungi Myc-infected
378,DRX021284,WT-Myc-2,150.3,leaf,mycorrhizal fungi Myc-infected
379,DRX021285,WT-Myc-3,145.9,leaf,mycorrhizal fungi Myc-infected
380,DRX021286,WT-GN7-1,197.3,leaf,chitin oligosaccharides (N-acetylchitoheptaose: GN7)-treatted
381,DRX021287,WT-GN7-2,203.1,leaf,chitin oligosaccharides (N-acetylchitoheptaose: GN7)-treatted
382,DRX021288,WT-GN7-3,150.5,leaf,chitin oligosaccharides (N-acetylchitoheptaose: GN7)-treatted
383,DRX021289,cerk1-Mock-1,118.6,leaf,chitin receptor gene transcected
384,DRX021290,cerk1-Mock-2,134.1,leaf,chitin receptor gene transcected
385,DRX021291,cerk1-Mock-3,118.2,leaf,chitin receptor gene transcected
386,DRX021292,cerk1-Myc-1,120.6,leaf,"chitin receptor gene transcected, Myc-LCO (arbuscular mycorrhizal (AM) fungus-secreted substance)-treated"
387,DRX021293,cerk1-Myc-2,111.4,leaf,"chitin receptor gene transcected, Myc-LCO (arbuscular mycorrhizal (AM) fungus-secreted substance)-treated"
388,DRX021294,cerk1-Myc-3,110.6,leaf,"chitin receptor gene transcected, Myc-LCO (arbuscular mycorrhizal (AM) fungus-secreted substance)-treated"
389,DRX021295,cerk1-GN7-1,105.6,leaf,"chitin receptor gene transcected, chitin oligosaccharides (N-acetylchitoheptaose: GN7)-treated"
390,DRX021296,cerk1-GN7-2,143.1,leaf,"chitin receptor gene transcected, chitin oligosaccharides (N-acetylchitoheptaose: GN7)-treated"
391,DRX021297,cerk1-GN7-3,122.2,leaf,"chitin receptor gene transcected, chitin oligosaccharides (N-acetylchitoheptaose: GN7)-treated"
393,DRX033187,rice control,56.1,root,mock
394,DRX033188,Striga 3d_dpi,89.0,root,Striga 3d
395,DRX033189,Striga 7d_dpi,99.8,root,Striga 7d
396,DRX057388,arbuscular mycorrhizal (AM),111.6,root,arbuscular mycorrhizal (AM)
397,DRX057389,arbuscular mycorrhizal (AM),117.4,root,arbuscular mycorrhizal (AM)
398,DRX057390,non-mycorrhizal (NM),99.1,root,control
399,DRX057391,non-mycorrhizal (NM),99.7,root,control
400,DRX070069,the 4-leaf stage 0 h post submergence replicate 1,11.1,shoot,control
401,DRX070070,the 4-leaf stage 0 h post submergence replicate 2,12.9,shoot,control
402,DRX070071,the 4-leaf stage 0 h post submergence replicate 3,13.5,shoot,control
403,DRX070072,the 4-leaf stage 1 h post submergence replicate 1,21.5,shoot,1 h post submergence
404,DRX070073,the 4-leaf stage 1 h post submergence replicate 2,22.9,shoot,1 h post submergence
405,DRX070074,the 4-leaf stage 1 h post submergence replicate 3,17.2,shoot,1 h post submergence
406,DRX070075,the 4-leaf stage 3 h post submergence replicate 1,15.7,shoot,3 h post submergence
407,DRX070076,the 4-leaf stage 3 h post submergence replicate 2,12.8,shoot,3 h post submergence
408,DRX070077,the 4-leaf stage 3 h post submergence replicate 3,11.8,shoot,3 h post submergence
409,DRX070078,the 4-leaf stage 6 h post submergence replicate 1,10.9,shoot,6 h post submergence
410,DRX070079,the 4-leaf stage 6 h post submergence replicate 2,15.5,shoot,6 h post submergence
411,DRX070080,the 4-leaf stage 6 h post submergence replicate 3,13.5,shoot,6 h post submergence
412,DRX070081,the 4-leaf stage 12 h post submergence replicate 1,9.6,shoot,12 h post submergence
413,DRX070082,the 4-leaf stage 12 h post submergence replicate 2,11.1,shoot,12 h post submergence
414,DRX070083,the 4-leaf stage 12 h post submergence replicate 3,8.0,shoot,12 h post submergence
415,DRX070084,the 4-leaf stage 24 h post submergence replicate 1,6.9,shoot,24 h post submergence
