,Sample,SampleName,LOC_OS04G56400,Tissue,Treatment
0,DRX000191,root under normal condition,58.0,root,--
1,DRX000192,root 1hr after salinity stress,53.1,root,--
2,DRX000193,shoot under normal condition,153.7,shoot,--
3,DRX000194,shoot 1hr after salinity stress,163.3,shoot,--
4,DRX000459,Phosphate starvation_1day_Root,149.7,root,P- 1day
5,DRX000460,Phosphate starvation_5days_Root,121.6,root,P- 5days
6,DRX000461,Phosphate starvation_0day_Shoot,499.3,shoot,P- 0day
7,DRX000462,Phosphate starvation_1day_Shoot,511.2,shoot,P- 1day
8,DRX000463,Phosphate starvation_5days_Shoot,472.5,shoot,P- 5days
9,DRX000464,Phosphate starvation_0day_Root,140.9,root,P- 0day
10,DRX000465,Phosphate sufficient_1day_Root,144.7,root,P+ 1day
11,DRX000466,Phosphate sufficient_5days_Root,148.4,root,P+ 5days
12,DRX000467,Phosphate sufficient_1day_Shoot,517.1,shoot,P+ 1day
13,DRX000468,Phosphate sufficient_5days_Shoot,397.4,shoot,P+ 5days
14,DRX000469,Phosphate starvation_10days_Root,142.1,root,P- 10days
15,DRX000470,Phosphate sufficient_10days_Root,174.0,root,P+ 10days
16,DRX000471,Phosphate starvation_10days_Shoot,487.2,shoot,P- 10days
17,DRX000472,Phosphate sufficient_10days_Shoot,346.8,shoot,P+ 10days
18,DRX000473,Phosphate starvation_10days_Recover_1day_Root,165.5,root,"P- 10days, Recover_1day"
19,DRX000474,Phosphate sufficient_10days_Recover_1day_Root,135.1,root,"P+ 10days, Recover_1day"
20,DRX000523,Nipponbare shoot apices,27.6,shoot apices,--
21,DRX000660,retrogene_callus,9.4,callus,--
22,DRX000661,retrogene_callus,1.3,callus,--
23,DRX000662,retrogene_leaf,304.4,leaf,--
24,DRX000663,retrogene_leaf,604.9,leaf,--
25,DRX000664,retrogene_panicle before flowering,123.8,panicle,--
26,DRX000665,retrogene_panicle before flowering,176.6,panicle,--
27,DRX000666,retrogene_panicle after flowering,104.0,panicle,--
28,DRX000667,retrogene_panicle after flowering,143.1,panicle,--
29,DRX000668,retrogene_root,30.2,root,--
30,DRX000669,retrogene_root,14.9,root,--
31,DRX000670,retrogene_seed,20.4,seed,--
32,DRX000671,retrogene_seed,14.1,seed,--
33,DRX000672,retrogene_shoot,217.4,shoot,--
34,DRX000673,retrogene_shoot,512.5,shoot,--
35,DRX000958,W1943_WholePlant,150.7,whole plant,45 °C for 10 days
36,DRX000959,W0106_WholePlant,56.0,whole plant,45 C for 10 days
37,DRX000967,Oryza rufipogon W1921,13.0,shoot apices,--
38,DRX000968,Oryza sativa cv. Kasalath,18.4,shoot apices,--
39,DRX000969,F1 hybrid (Oryza sativa cv. NipponbarexOryza sativa cv. Kasalath),30.6,shoot apices,--
40,DRX000970,Oryza rufipogon W0106,6.3,shoot apices,--
41,DRX000971,F1 hybrid (Oryza sativa cv. KasalathxOryza sativa cv. Nipponbare),22.9,shoot apices,--
42,DRX001002,F1 hybrid NipponbarexW0106,22.3,shoot apices,--
43,DRX001003,F1 hybrid W0106xNipponbare,10.1,shoot apices,--
44,DRX001004,F1 hybrid NipponbarexW1921,17.1,shoot apices,--
45,DRX001005,F1 hybrid W1921xNipponbare,11.0,shoot apices,--
46,DRX001075,Oryza Sativa Nipponbare Stigma,26.8,stigma,--
47,DRX001076,Oryza sativa Nipponbare Pistil,43.8,pistil,--
48,DRX001077,Oryza officinalis Stigma,6.4,stigma,--
49,DRX001078,Oryza officinalis Pistil,97.9,pistil,--
50,DRX001420,Nipponbare,407.3,leaf,blast fungus infected 24hrs
51,DRX002019,Nipponbare_root_0day,104.7,root,control
52,DRX002020,Nipponbare_root_0day,79.4,root,control
53,DRX002021,Nipponbare_root_0day,72.4,root,control
54,DRX002022,Nipponbare_root_0day,97.5,root,control
55,DRX002023,Nipponbare_root_22day,49.3,root,Pi- 22day
56,DRX002024,Nipponbare_root_22day,44.3,root,Pi- 22day
57,DRX002025,Nipponbare_root_22day,45.0,root,Pi- 22day
58,DRX002026,Nipponbare_root_22day,46.4,root,Pi- 22day
59,DRX002027,Nipponbare_shoot_0day,319.4,shoot,control
60,DRX002028,Nipponbare_shoot_0day,277.5,shoot,control
61,DRX002029,Nipponbare_shoot_0day,379.9,shoot,control
62,DRX002030,Nipponbare_shoot_22day,241.5,shoot,Pi- 22day
63,DRX002031,Nipponbare_shoot_22day,212.4,shoot,Pi- 22day
64,DRX002032,Nipponbare_shoot_22day,249.5,shoot,Pi- 22day
65,DRX002033,IAC 25_root_0day,94.3,root,control
66,DRX002034,IAC 25_root_0day,81.6,root,control
67,DRX002035,IAC 25_root_0day,87.2,root,control
68,DRX002036,IAC 25_root_0day,92.8,root,control
69,DRX002037,IAC 25_root_22day,54.5,root,Pi- 22day
70,DRX002038,IAC 25_root_22day,43.1,root,Pi- 22day
71,DRX002039,IAC 25_root_22day,49.8,root,Pi- 22day
72,DRX002040,IAC 25_root_22day,50.3,root,Pi- 22day
73,DRX002041,IAC 25_shoot_0day,318.8,shoot,control
74,DRX002042,IAC 25_shoot_0day,316.1,shoot,control
75,DRX002043,IAC 25_shoot_0day,418.3,shoot,control
76,DRX002044,IAC 25_shoot_22day,206.4,shoot,Pi- 22day
77,DRX002045,IAC 25_shoot_22day,231.3,shoot,Pi- 22day
78,DRX002046,IAC 25_shoot_22day,238.6,shoot,Pi- 22day
79,DRX002047,Vary Lava 701_root_0day,75.9,root,control
80,DRX002048,Vary Lava 701_root_0day,61.9,root,control
81,DRX002049,Vary Lava 701_root_0day,86.4,root,control
82,DRX002050,Vary Lava 701_root_0day,76.3,root,control
83,DRX002051,Vary Lava 701_root_22day,39.6,root,Pi- 22day
84,DRX002052,Vary Lava 701_root_22day,36.2,root,Pi- 22day
85,DRX002053,Vary Lava 701_root_22day,39.8,root,Pi- 22day
86,DRX002054,Vary Lava 701_root_22day,40.6,root,Pi- 22day
87,DRX002055,Vary Lava 701_shoot_0day,320.7,shoot,control
88,DRX002056,Vary Lava 701_shoot_0day,312.8,shoot,control
89,DRX002057,Vary Lava 701_shoot_0day,294.5,shoot,control
90,DRX002058,Vary Lava 701_shoot_22day,282.3,shoot,Pi- 22day
91,DRX002059,Vary Lava 701_shoot_22day,252.3,shoot,Pi- 22day
92,DRX002060,Vary Lava 701_shoot_22day,259.2,shoot,Pi- 22day
93,DRX002061,Kasalath_root_0day,141.6,root,control
94,DRX002062,Kasalath_root_0day,140.2,root,control
95,DRX002063,Kasalath_root_0day,98.2,root,control
96,DRX002064,Kasalath_root_22day,40.0,root,Pi- 22day
97,DRX002065,Kasalath_root_22day,34.9,root,Pi- 22day
98,DRX002066,Kasalath_root_22day,42.3,root,Pi- 22day
99,DRX002067,Kasalath_root_22day,36.7,root,Pi- 22day
100,DRX002068,Kasalath_shoot_0day,313.2,shoot,control
101,DRX002069,Kasalath_shoot_0day,453.4,shoot,control
102,DRX002070,Kasalath_shoot_0day,566.8,shoot,control
103,DRX002071,Kasalath_shoot_0day,595.9,shoot,control
104,DRX002072,Kasalath_shoot_22day,227.1,shoot,Pi- 22day
105,DRX002073,Kasalath_shoot_22day,233.3,shoot,Pi- 22day
106,DRX002074,Kasalath_shoot_22day,260.6,shoot,Pi- 22day
107,DRX002075,Kasalath_shoot_22day,258.2,shoot,Pi- 22day
108,DRX003191,OSCR11_Transcriptome_DevelopingSeeds_1,20.8,seed,--
109,DRX003192,OSCR11_Transcriptome_DevelopingSeeds_2,25.1,seed,--
110,DRX003193,OSCR11_Transcriptome_DevelopingSeeds_3,14.8,seed,--
111,DRX003194,a123_Transcriptome_DevelopingSeeds_1,24.0,seed,--
112,DRX003195,a123_Transcriptome_DevelopingSeeds_2,27.0,seed,--
113,DRX003196,a123_Transcriptome_DevelopingSeeds_3,9.2,seed,--
114,DRX005735,shoot control sample for Low and VeryLow Cadmium stress,455.3,shoot,control
115,DRX005736,shoot control sample for Low and VeryLow Cadmium stress,414.0,shoot,control
116,DRX005737,shoot control sample for Low and VeryLow Cadmium stress,202.2,shoot,control
117,DRX005738,shoot under 1 day after Low Cadmium stress,383.5,shoot,low cadmium 1day
118,DRX005739,shoot under 1 day after Low Cadmium stress,256.0,shoot,low cadmium 1day
119,DRX005740,shoot under 4 days after Low Cadmium stress,368.4,shoot,low cadmium 4day
120,DRX005741,shoot under 4 days after Low Cadmium stress,258.7,shoot,low cadmium 4day
121,DRX005742,shoot under 10 days after Low Cadmium stress,466.7,shoot,low cadmium 10day
122,DRX005743,shoot under 10 days after Low Cadmium stress,215.4,shoot,low cadmium 10day
123,DRX005744,shoot under 1 day after VeryLow Cadmium stress,331.3,shoot,verylow cadmium 1day
124,DRX005745,shoot under 1 day after VeryLow Cadmium stress,327.2,shoot,verylow cadmium 1day
125,DRX005746,shoot under 4 days after VeryLow Cadmium stress,434.9,shoot,verylow cadmium 4day
126,DRX005747,shoot under 4 days after VeryLow Cadmium stress,275.7,shoot,verylow cadmium 4day
127,DRX005748,shoot under 10 days after VeryLow Cadmium stress,399.1,shoot,verylow cadmium 10day
128,DRX005749,shoot under 10 days after VeryLow Cadmium stress,178.2,shoot,verylow cadmium 10day
129,DRX005750,root control sample for Low and VeryLow Cadmium stress,73.4,root,control
130,DRX005751,root control sample for Low and VeryLow Cadmium stress,78.9,root,control
131,DRX005752,root control sample for Low and VeryLow Cadmium stress,63.8,root,control
132,DRX005753,root under 1 day after Low Cadmium stress,13.8,root,low cadmium 1day
133,DRX005754,root under 1 day after Low Cadmium stress,15.4,root,low cadmium 1day
134,DRX005755,root under 4 days after Low Cadmium stress,35.1,root,low cadmium 4day
135,DRX005756,root under 4 days after Low Cadmium stress,32.9,root,low cadmium 4day
136,DRX005757,root under 10 days after Low Cadmium stress,74.3,root,low cadmium 10day
137,DRX005758,root under 10 days after Low Cadmium stress,58.7,root,low cadmium 10day
138,DRX005759,root under 1 day after VeryLow Cadmium stress,57.0,root,verylow cadmium 1day
139,DRX005760,root under 1 day after VeryLow Cadmium stress,46.1,root,verylow cadmium 1day
140,DRX005761,root under 4 days after VeryLow Cadmium stress,56.0,root,verylow cadmium 4day
141,DRX005762,root under 4 days after VeryLow Cadmium stress,48.9,root,verylow cadmium 4day
142,DRX005763,root under 10 days after VeryLow Cadmium stress,62.6,root,verylow cadmium 10day
143,DRX005764,root under 10 days after VeryLow Cadmium stress,69.8,root,verylow cadmium 10day
144,DRX005765,shoot control sample for Cold and Flood and Osmotic stress,246.9,shoot,control
145,DRX005766,shoot control sample for Cold and Flood and Osmotic stress,409.2,shoot,control
146,DRX005767,shoot control sample for Cold and Flood and Osmotic stress,246.3,shoot,control
147,DRX005768,root control sample for Cold and Flood and Osmotic stress,66.7,root,control
148,DRX005769,root control sample for Cold and Flood and Osmotic stress,92.2,root,control
149,DRX005770,root control sample for Cold and Flood and Osmotic stress,71.2,root,control
150,DRX005771,shoot under 1 hour after Cold stress,573.4,shoot,Cold 1h
151,DRX005772,shoot under 1 hour after Cold stress,304.1,shoot,Cold 1h
152,DRX005773,shoot under 3 hours after Cold stress,547.1,shoot,Cold 3h
153,DRX005774,shoot under 3 hours after Cold stress,220.8,shoot,Cold 3h
154,DRX005775,shoot under 6 hours after Cold stress,519.2,shoot,Cold 6h
155,DRX005776,shoot under 6 hours after Cold stress,298.0,shoot,Cold 6h
156,DRX005777,shoot under 12 hours after Cold stress,579.6,shoot,Cold 12h
157,DRX005778,shoot under 12 hours after Cold stress,210.6,shoot,Cold 12h
158,DRX005779,shoot under 1 day after Cold stress,717.6,shoot,Cold 1day
159,DRX005780,shoot under 1 day after Cold stress,291.7,shoot,Cold 1day
160,DRX005781,root under 1 hour after Cold stress,79.3,root,Cold 1h
161,DRX005782,root under 1 hour after Cold stress,69.4,root,Cold 1h
162,DRX005783,root under 3 hours after Cold stress,103.9,root,Cold 3h
163,DRX005784,root under 3 hours after Cold stress,78.6,root,Cold 3h
164,DRX005785,root under 6 hours after Cold stress,107.0,root,Cold 6h
165,DRX005786,root under 6 hours after Cold stress,99.0,root,Cold 6h
166,DRX005787,root under 12 hours after Cold stress,96.2,root,Cold 12h
167,DRX005788,root under 12 hours after Cold stress,73.7,root,Cold 12h
168,DRX005789,root under 1 day after Cold stress,123.9,root,Cold 1day
169,DRX005790,root under 1 day after Cold stress,114.8,root,Cold 1day
170,DRX005791,shoot under 1 hour after Flood stress,344.7,shoot,Flood 1h
171,DRX005792,shoot under 1 hour after Flood stress,203.2,shoot,Flood 1h
172,DRX005793,shoot under 3 hours after Flood stress,195.6,shoot,Flood 3h
173,DRX005794,shoot under 3 hours after Flood stress,193.9,shoot,Flood 3h
174,DRX005795,shoot under 6 hours after Flood stress,128.9,shoot,Flood 6h
175,DRX005796,shoot under 6 hours after Flood stress,132.6,shoot,Flood 6h
176,DRX005797,shoot under 12 hours after Flood stress,143.0,shoot,Flood 12h
177,DRX005798,shoot under 12 hours after Flood stress,175.9,shoot,Flood 12h
178,DRX005799,shoot under 1 day after Flood stress,221.5,shoot,Flood 1day
179,DRX005800,shoot under 1 day after Flood stress,149.6,shoot,Flood 1day
180,DRX005801,shoot under 1 day after Flood stress,149.5,shoot,Flood 1day
181,DRX005802,shoot under 3 days after Flood stress,227.7,shoot,Flood 3day
182,DRX005803,shoot under 3 days after Flood stress,177.8,shoot,Flood 3day
183,DRX005804,root under 1 hour after Flood stress,41.0,root,Flood 1h
184,DRX005805,root under 1 hour after Flood stress,33.7,root,Flood 1h
185,DRX005806,root under 3 hours after Flood stress,20.3,root,Flood 3h
186,DRX005807,root under 3 hours after Flood stress,25.1,root,Flood 3h
187,DRX005808,root under 6 hours after Flood stress,19.2,root,Flood 6h
188,DRX005809,root under 6 hours after Flood stress,20.3,root,Flood 6h
189,DRX005810,root under 12 hours after Flood stress,16.7,root,Flood 12h
190,DRX005811,root under 12 hours after Flood stress,11.0,root,Flood 12h
191,DRX005812,root under 1 day after Flood stress,24.0,root,Flood 1day
192,DRX005813,root under 1 day after Flood stress,23.5,root,Flood 1day
193,DRX005814,root under 3 days after Flood stress,68.9,root,Flood 3day
194,DRX005815,root under 3 days after Flood stress,67.8,root,Flood 3day
195,DRX005816,shoot under 1 hour after Osmotic stress,261.9,shoot,Osmotic 1h
196,DRX005817,shoot under 1 hour after Osmotic stress,194.6,shoot,Osmotic 1h
197,DRX005818,shoot under 3 hours after Osmotic stress,126.2,shoot,Osmotic 3h
198,DRX005819,shoot under 3 hours after Osmotic stress,149.6,shoot,Osmotic 3h
199,DRX005820,shoot under 6 hours after Osmotic stress,70.9,shoot,Osmotic 6h
200,DRX005821,shoot under 6 hours after Osmotic stress,70.3,shoot,Osmotic 6h
201,DRX005822,shoot under 12 hours after Osmotic stress,50.3,shoot,Osmotic 12h
202,DRX005823,shoot under 12 hours after Osmotic stress,72.5,shoot,Osmotic 12h
203,DRX005824,root under 1 hour after Osmotic stress,39.8,root,Osmotic 1h
204,DRX005825,root under 1 hour after Osmotic stress,63.0,root,Osmotic 1h
205,DRX005826,root under 3 hours after Osmotic stress,19.1,root,Osmotic 3h
206,DRX005827,root under 3 hours after Osmotic stress,31.3,root,Osmotic 3h
207,DRX005828,root under 6 hours after Osmotic stress,10.3,root,Osmotic 6h
208,DRX005829,root under 6 hours after Osmotic stress,18.9,root,Osmotic 6h
209,DRX005830,root under 12 hours after Osmotic stress,7.4,root,Osmotic 12h
210,DRX005831,root under 12 hours after Osmotic stress,8.1,root,Osmotic 12h
211,DRX005832,shoot control sample for Drought stress,310.4,shoot,control
212,DRX005833,shoot control sample for Drought stress,283.7,shoot,control
213,DRX005834,shoot under 1 hour after Drought stress,489.8,shoot,drought 1h
214,DRX005835,shoot under 1 hour after Drought stress,342.5,shoot,drought 1h
215,DRX005836,shoot under 3 hours after Drought stress,325.5,shoot,drought 3h
216,DRX005837,shoot under 3 hours after Drought stress,240.3,shoot,drought 3h
217,DRX005838,shoot under 3 hours after Drought stress,249.7,shoot,drought 3h
218,DRX005839,shoot under 6 hours after Drought stress,196.3,shoot,drought 6h
219,DRX005840,shoot under 6 hours after Drought stress,126.3,shoot,drought 6h
220,DRX005841,shoot under 12 hours after Drought stress,159.4,shoot,drought 12h
221,DRX005842,shoot under 12 hours after Drought stress,153.5,shoot,drought 12h
222,DRX005843,shoot under 12 hours after Drought stress,44.5,shoot,drought 12h
223,DRX005844,shoot under 1 day after Drought stress,170.0,shoot,drought 1day
224,DRX005845,shoot under 1 day after Drought stress,139.9,shoot,drought 1day
225,DRX005846,root control sample for Drought stress,60.7,root,control
226,DRX005847,root control sample for Drought stress,110.4,root,control
227,DRX005848,root under 1 hour after Drought stress,40.4,root,drought 1h
228,DRX005849,root under 1 hour after Drought stress,42.4,root,drought 1h
229,DRX005850,root under 3 hours after Drought stress,95.8,root,drought 3h
230,DRX005851,root under 3 hours after Drought stress,98.0,root,drought 3h
231,DRX005852,root under 6 hours after Drought stress,49.9,root,drought 6h
232,DRX005853,root under 6 hours after Drought stress,79.3,root,drought 6h
233,DRX005854,root under 12 hours after Drought stress,56.7,root,drought 12h
234,DRX005855,root under 12 hours after Drought stress,77.4,root,drought 12h
235,DRX005856,root under 1 day after Drought stress,92.0,root,drought 1day
236,DRX005857,root under 1 day after Drought stress,89.9,root,drought 1day
237,DRX005858,shoot control sample for JA treatment,362.6,shoot,control
238,DRX005859,shoot control sample for JA treatment,396.6,shoot,control
239,DRX005860,shoot under 1 hour after JA treatment,355.1,shoot,JA 1h
240,DRX005861,shoot under 1 hour after JA treatment,265.5,shoot,JA 1h
241,DRX005862,shoot under 3 hours after JA treatment,236.6,shoot,JA 3h
242,DRX005863,shoot under 3 hours after JA treatment,214.2,shoot,JA 3h
243,DRX005864,shoot under 6 hours after JA treatment,178.3,shoot,JA 6h
244,DRX005865,shoot under 6 hours after JA treatment,170.6,shoot,JA 6h
245,DRX005866,shoot under 12 hours after JA treatment,109.8,shoot,JA 12h
246,DRX005867,shoot under 12 hours after JA treatment,133.4,shoot,JA 12h
247,DRX005868,shoot under 1 day after JA treatment,284.0,shoot,JA 1day
248,DRX005869,shoot under 1 day after JA treatment,192.3,shoot,JA 1day
249,DRX005870,root control sample for JA treatment,107.9,root,control
250,DRX005871,root control sample for JA treatment,108.9,root,control
251,DRX005872,root under 1 hour after JA treatment,32.5,root,JA 1h
252,DRX005873,root under 1 hour after JA treatment,35.0,root,JA 1h
253,DRX005874,root under 3 hours after JA treatment,7.5,root,JA 3h
254,DRX005875,root under 3 hours after JA treatment,11.0,root,JA 3h
255,DRX005876,root under 6 hours after JA treatment,1.7,root,JA 6h
256,DRX005877,root under 6 hours after JA treatment,0.5,root,JA 6h
257,DRX005878,root under 12 hours after JA treatment,0.0,root,JA 12h
258,DRX005879,root under 12 hours after JA treatment,0.8,root,JA 12h
259,DRX005880,root under 1 day after JA treatment,0.0,root,JA 1day
260,DRX005881,root under 1 day after JA treatment,4.9,root,JA 1day
261,DRX005882,shoot control sample for ABA treatment,344.1,shoot,control
262,DRX005883,shoot control sample for ABA treatment,344.3,shoot,control
263,DRX005884,shoot under 1 hour after ABA treatment,392.1,shoot,ABA 1h
264,DRX005885,shoot under 1 hour after ABA treatment,222.1,shoot,ABA 1h
265,DRX005886,shoot under 3 hours after ABA treatment,313.0,shoot,ABA 3h
266,DRX005887,shoot under 3 hours after ABA treatment,197.2,shoot,ABA 3h
267,DRX005888,shoot under 6 hours after ABA treatment,178.8,shoot,ABA 6h
268,DRX005889,shoot under 6 hours after ABA treatment,147.7,shoot,ABA 6h
269,DRX005890,shoot under 12 hours after ABA treatment,88.4,shoot,ABA 12h
270,DRX005891,shoot under 12 hours after ABA treatment,86.1,shoot,ABA 12h
271,DRX005892,shoot under 1 day after ABA treatment,67.8,shoot,ABA 1day
272,DRX005893,shoot under 1 day after ABA treatment,50.7,shoot,ABA 1day
273,DRX005894,root control sample for ABA treatment,51.7,root,control
274,DRX005895,root control sample for ABA treatment,47.3,root,control
275,DRX005896,root under 1 hour after ABA treatment,34.1,root,ABA 1h
276,DRX005897,root under 1 hour after ABA treatment,36.8,root,ABA 1h
277,DRX005898,root under 3 hours after ABA treatment,14.6,root,ABA 3h
278,DRX005899,root under 3 hours after ABA treatment,16.9,root,ABA 3h
279,DRX005900,root under 6 hours after ABA treatment,6.6,root,ABA 6h
280,DRX005901,root under 6 hours after ABA treatment,6.7,root,ABA 6h
281,DRX005902,root under 12 hours after ABA treatment,6.1,root,ABA 12h
282,DRX005903,root under 12 hours after ABA treatment,5.6,root,ABA 12h
283,DRX005904,root under 1 day after ABA treatment,7.7,root,ABA 1day
284,DRX005905,root under 1 day after ABA treatment,9.2,root,ABA 1day
285,DRX005906,shoot control sample for Developmental Time 0 hour after,327.6,shoot,control
286,DRX005907,shoot control sample for Developmental Time 0 hour after,315.7,shoot,control
287,DRX005908,shoot control sample for Developmental Time 1 hour after,359.4,shoot,control 1h
288,DRX005909,shoot control sample for Developmental Time 1 hour after,360.1,shoot,control 1h
289,DRX005910,shoot control sample for Developmental Time 3 hours after,341.4,shoot,control 3h
290,DRX005911,shoot control sample for Developmental Time 3 hours after,329.8,shoot,control 3h
291,DRX005912,shoot control sample for Developmental Time 6 hours after,207.9,shoot,control 6h
292,DRX005913,shoot control sample for Developmental Time 6 hours after,333.1,shoot,control 6h
293,DRX005914,shoot control sample for Developmental Time 12 hours after,266.3,shoot,control 12h
294,DRX005915,shoot control sample for Developmental Time 12 hours after,274.2,shoot,control 12h
295,DRX005916,shoot control sample for Developmental Time 1 day after,219.0,shoot,control 1day
296,DRX005917,shoot control sample for Developmental Time 1 day after,295.4,shoot,control 1day
297,DRX005918,shoot control sample for Developmental Time 3 days after,186.8,shoot,control 3day
298,DRX005919,shoot control sample for Developmental Time 3 days after,326.8,shoot,control 3day
299,DRX005920,shoot control sample for Developmental Time 4 days after,325.8,shoot,control 4day
300,DRX005921,shoot control sample for Developmental Time 4 days after,267.3,shoot,control 4day
301,DRX005922,shoot control sample for Developmental Time 5 days after,288.2,shoot,control 5day
302,DRX005923,shoot control sample for Developmental Time 5 days after,351.6,shoot,control 5day
303,DRX005924,shoot control sample for Developmental Time 10 days after,314.1,shoot,control 10day
304,DRX005925,shoot control sample for Developmental Time 10 days after,271.9,shoot,control 10day
305,DRX005926,root control sample for Developmental Time 0 hour after,122.3,root,control 0h
306,DRX005927,root control sample for Developmental Time 0 hour after,103.6,root,control 0h
307,DRX005928,root control sample for Developmental Time 1 hour after,118.8,root,control 1h
308,DRX005929,root control sample for Developmental Time 1 hour after,74.2,root,control 1h
309,DRX005930,root control sample for Developmental Time 3 hours after,80.2,root,control 3h
310,DRX005931,root control sample for Developmental Time 3 hours after,105.6,root,control 3h
311,DRX005932,root control sample for Developmental Time 6 hours after,72.1,root,control 6h
312,DRX005933,root control sample for Developmental Time 6 hours after,73.7,root,control 6h
313,DRX005934,root control sample for Developmental Time 12 hours after,62.5,root,control 12h
314,DRX005935,root control sample for Developmental Time 12 hours after,59.7,root,control 12h
315,DRX005936,root control sample for Developmental Time 1 day after,96.2,root,control 1day
316,DRX005937,root control sample for Developmental Time 1 day after,101.3,root,control 1day
317,DRX005938,root control sample for Developmental Time 3 days after,105.7,root,control 3day
318,DRX005939,root control sample for Developmental Time 3 days after,123.5,root,control 3day
319,DRX005940,root control sample for Developmental Time 4 days after,124.7,root,control 4day
320,DRX005941,root control sample for Developmental Time 4 days after,105.7,root,control 4day
321,DRX005942,root control sample for Developmental Time 5 days after,86.0,root,control 5day
322,DRX005943,root control sample for Developmental Time 5 days after,118.3,root,control 5day
323,DRX005944,root control sample for Developmental Time 10 days after,85.6,root,control 10day
324,DRX005945,root control sample for Developmental Time 10 days after,76.9,root,control 10day
325,DRX012208,Cd_0hr_root,100.2,root,Cd 0hr
326,DRX012209,Cd_0hr_root,64.4,root,Cd 0hr
327,DRX012210,Cd_1hr_root,84.7,root,Cd 1hr
328,DRX012211,Cd_1hr_root,84.5,root,Cd 1hr
329,DRX012212,Cd_24hr_root,0.0,root,Cd 24hr
330,DRX012213,Cd_24hr_root,7.3,root,Cd 24hr
331,DRX012214,Cd_0hr_shoot,283.8,shoot,Cd 0hr
332,DRX012215,Cd_0hr_shoot,325.3,shoot,Cd 0hr
333,DRX012216,Cd_1hr_shoot,298.0,shoot,Cd 1hr
334,DRX012217,Cd_1hr_shoot,295.2,shoot,Cd 1hr
335,DRX012218,Cd_24hr_shoot,163.9,shoot,Cd 24hr
336,DRX012219,Cd_24hr_shoot,143.7,shoot,Cd 24hr
337,DRX012220,Cd_0hr_root,57.9,root,Cd 0hr
338,DRX012221,Cd_1hr_root,69.7,root,Cd 1hr
339,DRX012222,Cd_24hr_root,5.9,root,Cd 24hr
340,DRX012223,Cd_0hr_shoot,298.0,shoot,Cd 0hr
341,DRX012224,Cd_1hr_shoot,303.2,shoot,Cd 1hr
342,DRX012225,Cd_24hr_shoot,154.3,shoot,Cd 24hr
343,DRX012274,Indica rice cultivar Kasalath leaf,178.5,leaf,--
344,DRX012275,Indica rice cultivar Kasalath young ear,89.1,young ear,--
345,DRX014510,anthers,29.4,anther,--
346,DRX016468,Callus of Japonica cv. Norin 8 mutant,18.8,callus,--
347,DRX016469,Callus of Japonica cv. Norin 8 mutant,20.3,callus,--
348,DRX016470,Callus of Japonica cv. Norin 8 mutant,21.6,callus,--
349,DRX016471,Callus of Japonica cv. Norin 8 mutant,17.2,callus,--
350,DRX016472,Callus of Japonica cv. Norin 8 mutant,10.1,callus,--
351,DRX016473,Callus of Japonica cv. Norin 8 mutant,12.6,callus,--
352,DRX017635,35S:OSH1-GR -DEX rep1,52.6,young leaves 1 mm above shoot apices,control
353,DRX017636,35S:OSH1-GR +DEX 3h rep1,53.7,young leaves 1 mm above shoot apices,DEX 3h
354,DRX017637,35S:OSH1-GR +DEX 6h rep1,53.0,young leaves 1 mm above shoot apices,DEX 6h
355,DRX017638,35S:OSH1-GR +DEX 24h rep1,43.8,young leaves 1 mm above shoot apices,DEX 24h
356,DRX017639,WT -DEX rep1,58.4,young leaves 1 mm above shoot apices,control
357,DRX017640,WT +DEX 3h rep1,53.5,young leaves 1 mm above shoot apices,DEX 3h
358,DRX017641,WT +DEX 6h rep1,58.2,young leaves 1 mm above shoot apices,DEX 6h
359,DRX017642,WT +DEX 24h rep1,69.2,young leaves 1 mm above shoot apices,DEX 24h
360,DRX017643,35S:OSH1-GR -DEX rep2,50.9,young leaves 1 mm above shoot apices,control
361,DRX017644,35S:OSH1-GR +DEX 3h rep2,51.8,young leaves 1 mm above shoot apices,DEX 3h
362,DRX017645,35S:OSH1-GR +DEX 6h rep2,49.7,young leaves 1 mm above shoot apices,DEX 6h
363,DRX017646,35S:OSH1-GR +DEX 24h rep2,43.7,young leaves 1 mm above shoot apices,DEX 24h
364,DRX017647,WT -DEX rep2,54.0,young leaves 1 mm above shoot apices,control
365,DRX017648,WT +DEX 3h rep2,57.8,young leaves 1 mm above shoot apices,DEX 3h
366,DRX017649,WT +DEX 6h rep2,55.2,young leaves 1 mm above shoot apices,DEX 6h
367,DRX017650,WT +DEX 24h rep2,56.1,young leaves 1 mm above shoot apices,DEX 24h
368,DRX019506,WT_1,10.7,shoot apical meristem,--
369,DRX019507,WT_2,15.1,shoot apical meristem,--
370,DRX019508,WT_3,15.9,shoot apical meristem,--
371,DRX019509,Hd3a-RFT1 double-RNAi plants,10.8,shoot apical meristem,--
372,DRX019510,Hd3a-RFT1 double-RNAi plants,19.3,shoot apical meristem,--
373,DRX019511,Hd3a-RFT1 double-RNAi plants,10.9,shoot apical meristem,--
374,DRX021280,WT-Mock-1,97.7,leaf,mock
375,DRX021281,WT-Mock-2,127.9,leaf,mock
376,DRX021282,WT-Mock-3,79.5,leaf,mock
377,DRX021283,WT-Myc-1,78.9,leaf,mycorrhizal fungi Myc-infected
